text,airline_sentiment
wish way there problem wdeicingthree amp hour delay far amp sill sure well taking,negative
could ran usexpresspsa worth damn wouldnt stuck horrible clt,negative
run piece shit airline thanks ruining aa,negative
“ appreciate shoutout roberto dm confirmation code forward ur kind words” confirmation code,negative
finally back board door closed reopened need fuel think someone wd thought earlier,negative
secondary screening piece plane missing anything want tell u,negative
sitting tarmac pit min announcement sitting,negative
tsa precheck isnt showing boarding pas flight tomorrowhelp usairways tsaprecheck,neutral
appreciate actually monitor twitter please pas along feedback ive tried calling time day,negative
cant help frustrated hour call u end disconnection answer especially div pref member,negative
dont think ive ever u airway flight went smoothly,negative
please improve phone system going multiple prompt amp menu told call back late flightr major fail,negative
service leaf lot desired flight early short staffing mean wait tarmacthanks,negative
late flightr flight charleston leaving flight scheduled earlier thats wrong,negative
im delayed cha miss connection charlotte lga good,negative
added seven hour day far want take odds bag carousel kc notcool,negative
missed uncle funeral hope find another flight thats considerate,negative
last flight cancelled flightled im disappointed,negative
lost faithful customer,negative
time one able help,negative
marsha myrtle beach greatest deserves respect praise thankyouforeverything,positive
seriously attendant go awol min flight delayed dont lite match either,negative
joined silver preferred heard customer service great pity misguided,negative
bad practice disappointed airline preparedhonestly last time fly guy,negative
well worthless regular service bunch nothing idiot suck,negative
change well late flightr find flight scheduled isnt ready,negative
cancelled flightlations delay causing miss connecting flight another night home thanks pathetic,negative
thats understandable issue creating new flight without personnel iti changed plan accommodate,negative
thanks need locate luggage,negative
havent departed yet let get high hope everything schedule far,positive
thanks showing interest greenville sc,negative
app suck ball compared,negative
usairways flight late flight getting charlotte miss connector phoenix thanks last time ever fly usair,negative
thanks suggestion stop promo message bit run music amp msg say call volume high vrm,neutral
admiral club clt rude ignorant front desk staff fallen farthanks doug parker,negative
clt jfk nasty plane dirty seat amp floor rude flight attendant hopefully aa get cleaned disgusting vile,negative
paid ticket th still say pending normal want money account,negative
ok thank told ground delay due snow,positive
made cancelled flight car reservation came moneywhy reschedule time without crew,negative
flight cancelled flightled yesterday moved today stop dc flight delayed due lack crew u,negative
looking forward friend family time arizona,neutral
dont think already said one responds auto response wait auto response,negative
